approved	synonyms
RNU6-442P	NA
RNU6-443P	NA
RNU6-444P	NA
RNU6-445P	NA
RNU6-446P	NA
RNU6-447P	NA
RNU6-448P	NA
RNU6-449P	NA
RNU6-450P	NA
RNU6-451P	NA
RNU6-452P	NA
RNU6-453P	NA
RNU6-454P	NA
RNU6-455P	NA
RNU6-456P	NA
RNU6-457P	NA
RNU6-458P	NA
RNU6-459P	NA
RNU6-460P	NA
RNU6-461P	NA
RNU6-462P	NA
RNU6-463P	NA
RNU6-464P	NA
RNU6-465P	NA
RNU6-466P	NA
RNU6-467P	NA
RNU6-468P	NA
RNU6-469P	NA
RNU6-470P	NA
RNU6-471P	NA
RNU6-472P	NA
RNU6-473P	NA
RNU6-474P	NA
RNU6-475P	NA
RNU6-476P	NA
RNU6-477P	NA
RNU6-478P	NA
RNU6-479P	NA
RNU6-480P	NA
RNU6-481P	NA
RNU6-482P	NA
RNU6-483P	NA
RNU6-484P	NA
RNU6-485P	NA
RNU6-486P	NA
RNU6-487P	NA
RNU6-488P	NA
RNU6-489P	NA
RNU6-490P	NA
RNU6-491P	NA
RNU6-492P	NA
RNU6-493P	NA
RNU6-494P	NA
RNU6-495P	NA
RNU6-496P	NA
RNU6-497P	NA
RNU6-498P	NA
RNU6-499P	NA
RNU6-500P	NA
RNU6-501P	NA
RNU6-502P	NA
RNU6-503P	NA
RNU6-504P	NA
RNU6-505P	NA
RNU6-506P	NA
RNU6-507P	NA
RNU6-508P	NA
RNU6-509P	NA
RNU6-510P	NA
RNU6-511P	NA
RNU6-512P	NA
RNU6-513P	NA
RNU6-514P	NA
RNU6-516P	NA
RNU6-517P	NA
RNU6-518P	NA
RNU6-519P	NA
RNU6-520P	NA
RNU6-521P	NA
RNU6-522P	NA
RNU6-523P	NA
RNU6-524P	NA
RNU6-525P	NA
RNU6-526P	NA
RNU6-527P	NA
RNU6-528P	NA
RNU6-529P	NA
RNU6-530P	NA
RNU6-531P	NA
RNU6-532P	NA
RNU6-533P	NA
RNU6-534P	NA
RNU6-535P	NA
RNU6-536P	NA
RNU6-537P	NA
RNU6-538P	NA
RNU6-539P	NA
RNU6-540P	NA
RNU6-541P	NA
RNU6-542P	NA
RNU6-543P	NA
RNU6-544P	NA
RNU6-545P	NA
RNU6-546P	NA
RNU6-547P	NA
RNU6-548P	NA
RNU6-549P	NA
RNU6-550P	NA
RNU6-551P	NA
RNU6-552P	NA
RNU6-553P	NA
RNU6-554P	NA
RNU6-555P	NA
RNU6-556P	NA
RNU6-557P	NA
RNU6-558P	NA
RNU6-559P	NA
RNU6-560P	NA
RNU6-561P	NA
RNU6-562P	NA
RNU6-563P	NA
RNU6-564P	NA
RNU6-565P	NA
RNU6-566P	NA
RNU6-567P	NA
RNU6-568P	NA
RNU6-569P	NA
RNU6-570P	NA
RNU6-571P	NA
RNU6-572P	NA
RNU6-573P	NA
RNU6-574P	NA
RNU6-575P	NA
RNU6-576P	NA
RNU6-577P	NA
RNU6-578P	NA
RNU6-579P	NA
RNU6-580P	NA
RNU6-581P	NA
RNU6-582P	NA
RNU6-583P	NA
RNU6-584P	NA
RNU6-586P	NA
RNU6-587P	NA
RNU6-588P	NA
RNU6-589P	NA
RNU6-590P	NA
RNU6-591P	NA
RNU6-592P	NA
RNU6-593P	NA
RNU6-595P	NA
RNU6-596P	NA
RNU6-597P	NA
RNU6-598P	NA
RNU6-599P	NA
RNU6-600P	NA
RNU6-601P	NA
RNU6-602P	NA
RNU6-603P	NA
RNU6-604P	NA
RNU6-605P	NA
RNU6-606P	NA
RNU6-607P	NA
RNU6-608P	NA
RNU6-609P	NA
RNU6-610P	NA
RNU6-611P	NA
RNU6-612P	NA
RNU6-613P	NA
RNU6-614P	NA
RNU6-615P	NA
RNU6-616P	NA
RNU6-617P	NA
RNU6-618P	NA
RNU6-619P	NA
RNU6-620P	NA
RNU6-621P	NA
RNU6-622P	NA
RNU6-623P	NA
RNU6-624P	NA
RNU6-625P	NA
RNU6-626P	NA
RNU6-627P	NA
RNU6-628P	NA
RNU6-629P	NA
RNU6-630P	NA
RNU6-631P	NA
RNU6-632P	NA
RNU6-633P	NA
RNU6-634P	NA
RNU6-635P	NA
RNU6-636P	NA
RNU6-637P	NA
RNU6-638P	NA
RNU6-639P	NA
RNU6-640P	NA
RNU6-641P	NA
RNU6-642P	NA
RNU6-643P	NA
RNU6-644P	NA
RNU6-645P	NA
RNU6-646P	NA
RNU6-647P	NA
RNU6-648P	NA
RNU6-649P	NA
RNU6-650P	NA
RNU6-651P	NA
RNU6-652P	NA
RNU6-653P	NA
RNU6-654P	NA
RNU6-655P	NA
RNU6-656P	NA
RNU6-657P	NA
RNU6-658P	NA
RNU6-659P	NA
RNU6-660P	NA
RNU6-661P	NA
RNU6-662P	NA
RNU6-663P	NA
RNU6-664P	NA
RNU6-665P	NA
RNU6-666P	NA
RNU6-667P	NA
RNU6-668P	NA
RNU6-669P	NA
RNU6-670P	NA
RNU6-671P	NA
RNU6-672P	NA
RNU6-673P	NA
RNU6-674P	NA
RNU6-675P	NA
RNU6-677P	NA
RNU6-678P	NA
RNU6-679P	NA
RNU6-680P	NA
RNU6-681P	NA
RNU6-682P	NA
RNU6-683P	NA
RNU6-684P	NA
RNU6-685P	NA
RNU6-686P	NA
RNU6-687P	NA
RNU6-688P	NA
RNU6-689P	NA
RNU6-690P	NA
RNU6-691P	NA
RNU6-692P	NA
RNU6-693P	NA
RNU6-694P	NA
RNU6-695P	NA
RNU6-696P	NA
RNU6-697P	NA
RNU6-698P	NA
RNU6-699P	NA
RNU6-700P	NA
RNU6-701P	NA
RNU6-702P	NA
RNU6-703P	NA
RNU6-704P	NA
RNU6-705P	NA
RNU6-706P	NA
RNU6-707P	NA
RNU6-708P	NA
RNU6-709P	NA
RNU6-710P	NA
RNU6-711P	NA
RNU6-712P	NA
RNU6-713P	NA
RNU6-714P	NA
RNU6-715P	NA
RNU6-716P	NA
RNU6-717P	NA
RNU6-718P	NA
RNU6-719P	NA
RNU6-720P	NA
RNU6-721P	NA
RNU6-722P	NA
RNU6-723P	NA
RNU6-724P	NA
RNU6-725P	NA
RNU6-726P	NA
RNU6-727P	NA
RNU6-728P	NA
RNU6-729P	NA
RNU6-730P	NA
RNU6-731P	NA
RNU6-732P	NA
RNU6-733P	NA
RNU6-734P	NA
RNU6-735P	NA
RNU6-737P	NA
RNU6-738P	NA
RNU6-739P	NA
RNU6-740P	NA
RNU6-741P	NA
RNU6-742P	NA
RNU6-743P	NA
RNU6-744P	NA
RNU6-745P	NA
RNU6-746P	NA
RNU6-747P	NA
RNU6-748P	NA
RNU6-749P	NA
RNU6-750P	NA
RNU6-751P	NA
RNU6-752P	NA
RNU6-753P	NA
RNU6-754P	NA
RNU6-755P	NA
RNU6-756P	NA
RNU6-757P	NA
RNU6-758P	NA
RNU6-759P	NA
RNU6-760P	NA
RNU6-761P	NA
RNU6-762P	NA
RNU6-763P	NA
RNU6-764P	NA
RNU6-765P	NA
RNU6-766P	NA
RNU6-767P	NA
RNU6-768P	NA
RNU6-769P	NA
RNU6-770P	NA
RNU6-771P	NA
RNU6-772P	NA
RNU6-773P	NA
RNU6-774P	NA
RNU6-775P	NA
RNU6-776P	NA
RNU6-777P	NA
RNU6-778P	NA
RNU6-780P	NA
RNU6-781P	NA
RNU6-782P	NA
RNU6-783P	NA
RNU6-784P	NA
RNU6-785P	NA
RNU6-786P	NA
RNU6-787P	NA
RNU6-788P	NA
RNU6-789P	NA
RNU6-790P	NA
RNU6-791P	NA
RNU6-792P	NA
RNU6-793P	NA
RNU6-794P	NA
RNU6-795P	NA
RNU6-796P	NA
RNU6-797P	NA
RNU6-798P	NA
RNU6-799P	NA
RNU6-800P	NA
RNU6-801P	NA
RNU6-802P	NA
RNU6-803P	NA
RNU6-804P	NA
RNU6-805P	NA
RNU6-806P	NA
RNU6-807P	NA
RNU6-808P	NA
RNU6-809P	NA
RNU6-810P	NA
RNU6-811P	NA
RNU6-812P	NA
RNU6-813P	NA
RNU6-815P	NA
RNU6-816P	NA
RNU6-817P	NA
RNU6-818P	NA
RNU6-819P	NA
RNU6-820P	NA
RNU6-821P	NA
RNU6-822P	NA
RNU6-823P	NA
RNU6-824P	NA
RNU6-825P	NA
RNU6-826P	NA
RNU6-827P	NA
RNU6-828P	NA
RNU6-829P	NA
RNU6-830P	NA
RNU6-831P	NA
RNU6-832P	NA
RNU6-833P	NA
RNU6-834P	NA
RNU6-835P	NA
RNU6-836P	NA
RNU6-837P	NA
RNU6-838P	NA
RNU6-839P	NA
RNU6-840P	NA
RNU6-841P	NA
RNU6-842P	NA
RNU6-843P	NA
RNU6-844P	NA
RNU6-845P	NA
RNU6-847P	NA
RNU6-848P	NA
RNU6-849P	NA
RNU6-850P	NA
RNU6-851P	NA
RNU6-853P	NA
RNU6-854P	NA
RNU6-855P	NA
RNU6-856P	NA
RNU6-857P	NA
RNU6-858P	NA
RNU6-859P	NA
RNU6-860P	NA
RNU6-861P	NA
RNU6-862P	NA
RNU6-863P	NA
RNU6-864P	NA
RNU6-865P	NA
RNU6-866P	NA
RNU6-867P	NA
RNU6-868P	NA
RNU6-869P	NA
RNU6-870P	NA
RNU6-871P	NA
RNU6-872P	NA
RNU6-873P	NA
RNU6-874P	NA
RNU6-875P	NA
RNU6-876P	NA
RNU6-877P	NA
RNU6-878P	NA
RNU6-879P	NA
RNU6-880P	NA
RNU6-881P	NA
RNU6-882P	NA
RNU6-883P	NA
RNU6-884P	NA
RNU6-885P	NA
RNU6-886P	NA
RNU6-887P	NA
RNU6-888P	NA
RNU6-889P	NA
RNU6-890P	NA
RNU6-891P	NA
RNU6-892P	NA
RNU6-893P	NA
RNU6-894P	NA
RNU6-895P	NA
RNU6-896P	NA
RNU6-897P	NA
RNU6-898P	NA
RNU6-899P	NA
RNU6-900P	NA
RNU6-901P	NA
RNU6-902P	NA
RNU6-903P	NA
RNU6-904P	NA
RNU6-905P	NA
RNU6-906P	NA
RNU6-907P	NA
RNU6-908P	NA
RNU6-909P	NA
RNU6-910P	NA
RNU6-911P	NA
RNU6-912P	NA
RNU6-913P	NA
RNU6-914P	NA
RNU6-915P	NA
RNU6-916P	NA
RNU6-917P	NA
RNU6-918P	NA
RNU6-919P	NA
RNU6-920P	NA
RNU6-921P	NA
RNU6-922P	NA
RNU6-923P	NA
RNU6-924P	NA
RNU6-925P	NA
RNU6-926P	NA
RNU6-927P	NA
RNU6-928P	NA
RNU6-929P	NA
RNU6-930P	NA
RNU6-931P	NA
RNU6-932P	NA
RNU6-933P	NA
RNU6-934P	NA
RNU6-935P	NA
RNU6-936P	NA
RNU6-937P	NA
RNU6-938P	NA
RNU6-939P	NA
RNU6-940P	NA
RNU6-941P	NA
RNU6-942P	NA
RNU6-943P	NA
RNU6-944P	NA
RNU6-945P	NA
RNU6-946P	NA
RNU6-947P	NA
RNU6-948P	NA
RNU6-949P	NA
RNU6-950P	NA
RNU6-951P	NA
RNU6-952P	NA
RNU6-953P	NA
RNU6-954P	NA
RNU6-955P	NA
RNU6-956P	NA
RNU6-957P	NA
RNU6-958P	NA
RNU6-959P	NA
RNU6-960P	NA
RNU6-961P	NA
RNU6-962P	NA
RNU6-964P	NA
RNU6-965P	NA
RNU6-966P	NA
RNU6-967P	NA
RNU6-968P	NA
RNU6-969P	NA
RNU6-970P	NA
RNU6-971P	NA
RNU6-972P	NA
RNU6-973P	NA
RNU6-974P	NA
RNU6-975P	NA
RNU6-976P	NA
RNU6-977P	NA
RNU6-978P	NA
RNU6-979P	NA
RNU6-980P	NA
RNU6-981P	NA
RNU6-982P	NA
RNU6-983P	NA
RNU6-984P	NA
RNU6-985P	NA
RNU6-986P	NA
RNU6-987P	NA
RNU6-988P	NA
RNU6-989P	NA
RNU6-990P	NA
RNU6-991P	NA
RNU6-992P	NA
RNU6-993P	NA
RNU6-994P	NA
RNU6-995P	NA
RNU6-996P	NA
RNU6-997P	NA
RNU6-998P	NA
RNU6-999P	NA
RNU6-1000P	NA
RNU6-1001P	NA
RNU6-1002P	NA
RNU6-1003P	NA
RNU6-1004P	NA
RNU6-1005P	NA
RNU6-1006P	NA
RNU6-1007P	NA
RNU6-1008P	NA
RNU6-1009P	NA
RNU6-1010P	NA
RNU6-1011P	NA
RNU6-1012P	NA
RNU6-1013P	NA
RNU6-1014P	NA
RNU6-1015P	NA
RNU6-1016P	NA
RNU6-1017P	NA
RNU6-1018P	NA
RNU6-1019P	NA
RNU6-1020P	NA
RNU6-1021P	NA
RNU6-1022P	NA
RNU6-1023P	NA
RNU6-1024P	NA
RNU6-1025P	NA
RNU6-1026P	NA
RNU6-1027P	NA
RNU6-1028P	NA
RNU6-1029P	NA
RNU6-1030P	NA
RNU6-1031P	NA
RNU6-1032P	NA
RNU6-1033P	NA
RNU6-1034P	NA
RNU6-1035P	NA
RNU6-1036P	NA
RNU6-1037P	NA
RNU6-1038P	NA
RNU6-1039P	NA
RNU6-1040P	NA
RNU6-1041P	NA
RNU6-1042P	NA
RNU6-1043P	NA
RNU6-1044P	NA
RNU6-1045P	NA
RNU6-1046P	NA
RNU6-1047P	NA
RNU6-1048P	NA
RNU6-1049P	NA
RNU6-1050P	NA
RNU6-1051P	NA
RNU6-1052P	NA
RNU6-1053P	NA
RNU6-1054P	NA
RNU6-1055P	NA
RNU6-1056P	NA
RNU6-1057P	NA
RNU6-1058P	NA
RNU6-1059P	NA
RNU6-1060P	NA
RNU6-1061P	NA
RNU6-1062P	NA
RNU6-1063P	NA
RNU6-1064P	NA
RNU6-1065P	NA
RNU6-1066P	NA
RNU6-1067P	NA
RNU6-1068P	NA
RNU6-1069P	NA
RNU6-1071P	NA
RNU6-1072P	NA
RNU6-1073P	NA
RNU6-1074P	NA
RNU6-1075P	NA
RNU6-1076P	NA
RNU6-1077P	NA
RNU6-1078P	NA
RNU6-1079P	NA
RNU6-1080P	NA
RNU6-1081P	NA
RNU6-1082P	NA
RNU6-1083P	NA
RNU6-1084P	NA
RNU6-1085P	NA
RNU6-1086P	NA
RNU6-1087P	NA
RNU6-1088P	NA
RNU6-1089P	NA
RNU6-1090P	NA
RNU6-1091P	NA
RNU6-1092P	NA
RNU6-1093P	NA
RNU6-1094P	NA
RNU6-1095P	NA
RNU6-1096P	NA
RNU6-1097P	NA
RNU6-1098P	NA
RNU6-1099P	NA
RNU6-1100P	NA
RNU6-1101P	NA
RNU6-1102P	NA
RNU6-1103P	NA
RNU6-1104P	NA
RNU6-1105P	NA
RNU6-1106P	NA
RNU6-1107P	NA
RNU6-1108P	NA
RNU6-1109P	NA
RNU6-1110P	NA
RNU6-1111P	NA
RNU6-1112P	NA
RNU6-1113P	NA
RNU6-1114P	NA
RNU6-1115P	NA
RNU6-1116P	NA
RNU6-1117P	NA
RNU6-1118P	NA
RNU6-1119P	NA
RNU6-1120P	NA
RNU6-1121P	NA
RNU6-1122P	NA
RNU6-1123P	NA
RNU6-1124P	NA
RNU6-1125P	NA
RNU6-1126P	NA
RNU6-1127P	NA
RNU6-1128P	NA
RNU6-1129P	NA
RNU6-1130P	NA
RNU6-1131P	NA
RNU6-1132P	NA
RNU6-1133P	NA
RNU6-1134P	NA
RNU6-1135P	NA
RNU6-1136P	NA
RNU6-1137P	NA
RNU6-1138P	NA
RNU6-1139P	NA
RNU6-1140P	NA
RNU6-1141P	NA
RNU6-1142P	NA
RNU6-1143P	NA
RNU6-1144P	NA
RNU6-1145P	NA
RNU6-1146P	NA
RNU6-1147P	NA
RNU6-1148P	NA
RNU6-1149P	NA
RNU6-1150P	NA
RNU6-1151P	NA
RNU6-1152P	NA
RNU6-1153P	NA
RNU6-1154P	NA
RNU6-1155P	NA
RNU6-1156P	NA
RNU6-1157P	NA
RNU6-1158P	NA
RNU6-1159P	NA
RNU6-1160P	NA
RNU6-1161P	NA
RNU6-1162P	NA
RNU6-1163P	NA
RNU6-1164P	NA
RNU6-1165P	NA
RNU6-1166P	NA
RNU6-1167P	NA
RNU6-1168P	NA
RNU6-1169P	NA
RNU6-1170P	NA
RNU6-1171P	NA
RNU6-1172P	NA
RNU6-1173P	NA
RNU6-1174P	NA
RNU6-1175P	NA
RNU6-1176P	NA
RNU6-1177P	NA
RNU6-1178P	NA
RNU6-1179P	NA
RNU6-1180P	NA
RNU6-1181P	NA
RNU6-1182P	NA
RNU6-1183P	NA
RNU6-1184P	NA
RNU6-1185P	NA
RNU6-1186P	NA
RNU6-1187P	NA
RNU6-1188P	NA
RNU6-1189P	NA
RNU6-1190P	NA
RNU6-1191P	NA
RNU6-1192P	NA
RNU6-1193P	NA
RNU6-1194P	NA
RNU6-1195P	NA
RNU6-1196P	NA
RNU6-1197P	NA
RNU6-1198P	NA
RNU6-1199P	NA
RNU6-1200P	NA
RNU6-1201P	NA
RNU6-1203P	NA
RNU6-1204P	NA
RNU6-1205P	NA
RNU6-1206P	NA
RNU6-1207P	NA
RNU6-1208P	NA
RNU6-1209P	NA
RNU6-1210P	NA
RNU6-1211P	NA
RNU6-1212P	NA
RNU6-1213P	NA
RNU6-1214P	NA
RNU6-1215P	NA
RNU6-1216P	NA
RNU6-1217P	NA
RNU6-1218P	NA
RNU6-1219P	NA
RNU6-1220P	NA
RNU6-1221P	NA
RNU6-1222P	NA
RNU6-1223P	NA
RNU6-1224P	NA
RNU6-1225P	NA
RNU6-1226P	NA
RNU6-1227P	NA
RNU6-1228P	NA
RNU6-1229P	NA
RNU6-1230P	NA
RNU6-1231P	NA
RNU6-1232P	NA
RNU6-1233P	NA
RNU6-1234P	NA
RNU6-1235P	NA
RNU6-1236P	NA
RNU6-1237P	NA
RNU6-1238P	NA
RNU6-1239P	NA
RNU6-1240P	NA
RNU6-1241P	NA
RNU6-1242P	NA
RNU6-1243P	NA
RNU6-1244P	NA
RNU6-1245P	NA
RNU6-1246P	NA
RNU6-1247P	NA
RNU6-1248P	NA
RNU6-1249P	NA
RNU6-1250P	NA
RNU6-1251P	NA
RNU6-1252P	NA
RNU6-1254P	NA
RNU6-1255P	NA
RNU6-1256P	NA
RNU6-1257P	NA
RNU6-1258P	NA
RNU6-1260P	NA
RNU6-1261P	NA
RNU6-1262P	NA
RNU6-1263P	NA
RNU6-1264P	NA
RNU6-1265P	NA
RNU6-1266P	NA
RNU6-1267P	NA
RNU6-1268P	NA
RNU6-1269P	NA
RNU6-1270P	NA
RNU6-1271P	NA
RNU6-1272P	NA
RNU6-1273P	NA
RNU6-1274P	NA
RNU6-1275P	NA
RNU6-1276P	NA
RNU6-1277P	NA
RNU6-1278P	NA
RNU6-1279P	NA
RNU6-1280P	NA
RNU6-1281P	NA
RNU6-1282P	NA
RNU6-1283P	NA
RNU6-1284P	NA
RNU6-1285P	NA
RNU6-1286P	NA
RNU6-1287P	NA
RNU6-1288P	NA
RNU6-1289P	NA
RNU6-1290P	NA
RNU6-1291P	NA
RNU6-1292P	NA
RNU6-1293P	NA
RNU6-1294P	NA
RNU6-1295P	NA
RNU6-1296P	NA
RNU6-1297P	NA
RNU6-1298P	NA
RNU6-1299P	NA
RNU6-1300P	NA
RNU6-1301P	NA
RNU6-1303P	NA
RNU6-1304P	NA
RNU6-1305P	NA
RNU6-1306P	NA
RNU6-1307P	NA
RNU6-1308P	NA
RNU6-1309P	NA
RNU6-1310P	NA
RNU6-1311P	NA
RNU6-1312P	NA
RNU6-1313P	NA
RNU6-1314P	NA
RNU6-1315P	NA
RNU6-1316P	NA
RNU6-1317P	NA
RNU6-1318P	NA
RNU6-1319P	NA
RNU6-1320P	NA
RNU6-1321P	NA
RNU6-1322P	NA
RNU6-1323P	NA
RNU6-1324P	NA
RNU6-1325P	NA
RNU6-1326P	NA
RNU6-1327P	NA
RNU6-1328P	NA
RNU6-1329P	NA
RNU6-1330P	NA
RNU6-1331P	NA
RNU6-1332P	NA
RNU6-1333P	NA
RNU6-1334P	NA
RNU6-1335P	NA
RNU6-1336P	NA
RNU6-1337P	NA
RNU6-1338P	NA
RNU6-1339P	NA
RNU6-1340P	NA
RNU6ATAC2P	NA
RNU6ATAC3P	NA
RNU6ATAC4P	NA
RNU6ATAC5P	NA
RNU6ATAC6P	NA
RNU6ATAC7P	NA
RNU6ATAC8P	NA
RNU6ATAC9P	NA
RNU6ATAC10P	NA
RNU6ATAC11P	NA
RNU6ATAC12P	NA
RNU6ATAC13P	NA
RNU6ATAC14P	NA
RNU6ATAC15P	NA
RNU6ATAC16P	NA
RNU6ATAC17P	NA
RNU6ATAC18P	NA
RNU6ATAC19P	NA
RNU6ATAC20P	NA
RNU6ATAC21P	NA
RNU6ATAC22P	NA
RNU6ATAC23P	NA
RNU6ATAC24P	NA
RNU6ATAC25P	NA
RNU6ATAC26P	NA
RNU6ATAC27P	NA
RNU6ATAC28P	NA
RNU6ATAC29P	NA
RNU6ATAC30P	NA
RNU6ATAC31P	NA
RNU6ATAC32P	NA
RNU6ATAC33P	NA
RNU6ATAC34P	NA
RNU6ATAC35P	NA
RNU6ATAC36P	NA
RNU6ATAC37P	NA
RNU6ATAC38P	NA
RNU6ATAC39P	NA
RNU6ATAC40P	NA
RNU6ATAC41P	NA
RNU6ATAC42P	NA
RNU6V	87U6,LH87
RNU7-2P	U7.2
RNU7-3P	U7.3
RNU7-4P	U7.4,RNU7-132P
RNU7-5P	U7.5
RNU7-6P	U7.6
RNU7-7P	U7.7
RNU7-8P	U7.8,RNU7-139P
RNU7-9P	U7.9
RNU7-10P	U7.10
RNU7-11P	U7.11
RNU7-12P	U7.12,RNU7-100P
RNU7-13P	U7.13
RNU7-14P	U7.14
RNU7-15P	U7.15
RNU7-16P	U7.16
RNU7-17P	U7.17
RNU7-18P	U7.18,RNU7-142P
RNU7-19P	U7.19
RNU7-20P	U7.20
RNU7-21P	U7.21
RNU7-22P	U7.22
RNU7-23P	U7.23
RNU7-24P	U7.24,HSU7.25,RNU7P3
RNU7-25P	U7.25
RNU7-26P	U7.26
RNU7-27P	U7.27
RNU7-28P	U7.28
RNU7-29P	U7.29
RNU7-30P	U7.30
RNU7-31P	U7.31
RNU7-32P	U7.32
RNU7-33P	U7.33
RNU7-34P	U7.34
RNU7-35P	U7.35
RNU7-36P	U7.36,RNU7-112P
RNU7-37P	U7.37
RNU7-38P	U7.38
RNU7-39P	U7.39
RNU7-40P	U7.40
RNU7-41P	U7.41
RNU7-42P	U7.42
RNU7-43P	U7.43,RNU7-118P
RNU7-44P	U7.44
RNU7-45P	U7.45
RNU7-46P	U7.46
RNU7-47P	U7.47
RNU7-48P	U7.48
RNU7-49P	U7.49
RNU7-50P	U7.50
RNU7-51P	U7.51
RNU7-52P	U7.52
RNU7-53P	U7.53
RNU7-54P	U7.54
RNU7-55P	HSU7.36,U7.55,RNU7P4
RNU7-56P	U7.56
RNU7-57P	U7.57
RNU7-58P	U7.58
RNU7-59P	U7.59
RNU7-60P	U7.60
RNU7-61P	U7.61
RNU7-62P	U7.62
RNU7-63P	U7.63
RNU7-64P	U7.64
RNU7-65P	U7.65
RNU7-66P	U7.66
RNU7-67P	U7.67
RNU7-68P	HSU7.732A,U7.68,RNU7P1
RNU7-69P	U7.69
RNU7-70P	U7.70
RNU7-71P	U7.71
RNU7-72P	U7.72
RNU7-73P	U7.73
RNU7-74P	U7.74
RNU7-75P	U7.75
RNU7-76P	U7.76
RNU7-77P	U7.77
RNU7-78P	U7.78
RNU7-79P	U7.79
RNU7-80P	U7.80
RNU7-81P	U7.81
RNU7-82P	U7.82
RNU7-83P	U7.83
RNU7-84P	U7.84
RNU7-85P	U7.85
RNU7-86P	HSU7.7/32B,RNU7P2
RNU7-87P	NA
RNU7-88P	NA
RNU7-89P	NA
RNU7-90P	NA
RNU7-92P	NA
RNU7-93P	NA
RNU7-94P	NA
RNU7-95P	NA
RNU7-96P	NA
RNU7-97P	NA
RNU7-99P	NA
RNU7-102P	NA
RNU7-103P	NA
RNU7-104P	NA
RNU7-105P	NA
RNU7-106P	NA
RNU7-107P	NA
RNU7-110P	NA
RNU7-111P	NA
RNU7-113P	NA
RNU7-115P	NA
RNU7-116P	NA
RNU7-119P	NA
RNU7-120P	NA
RNU7-121P	NA
RNU7-123P	NA
RNU7-124P	NA
RNU7-125P	NA
RNU7-126P	NA
RNU7-127P	NA
RNU7-128P	NA
RNU7-129P	NA
RNU7-130P	NA
RNU7-133P	NA
RNU7-134P	NA
RNU7-135P	NA
RNU7-136P	NA
RNU7-137P	NA
RNU7-138P	NA
RNU7-140P	NA
RNU7-141P	NA
RNU7-143P	NA
RNU7-144P	NA
RNU7-147P	NA
RNU7-148P	NA
RNU7-149P	NA
RNU7-151P	NA
RNU7-152P	NA
RNU7-153P	NA
RNU7-154P	NA
RNU7-155P	NA
RNU7-156P	NA
RNU7-157P	NA
RNU7-158P	NA
RNU7-159P	NA
RNU7-160P	NA
RNU7-161P	NA
RNU7-163P	NA
RNU7-164P	NA
RNU7-165P	NA
RNU7-167P	NA
RNU7-169P	NA
RNU7-170P	NA
RNU7-171P	NA
RNU7-172P	NA
RNU7-173P	NA
RNU7-174P	NA
RNU7-175P	NA
RNU7-176P	NA
RNU7-179P	NA
RNU7-180P	NA
RNU7-181P	NA
RNU7-182P	NA
RNU7-183P	NA
RNU7-185P	NA
RNU7-186P	NA
RNU7-187P	NA
RNU7-188P	NA
RNU7-190P	NA
RNU7-192P	NA
RNU7-193P	NA
RNU7-194P	NA
RNU7-195P	NA
RNU7-196P	NA
RNU7-197P	NA
RNU7-200P	NA
RNU11-2P	NA
RNU11-3P	NA
RNU11-4P	NA
RNU11-5P	NA
RNU11-6P	NA
RNU12-2P	U12,RNU12,RNU12P
RNY1P1	NA
RNY1P2	NA
RNY1P3	NA
RNY1P4	NA
RNY1P5	NA
RNY1P6	NA
RNY1P7	NA
RNY1P8	NA
RNY1P9	KLHL22-IT1,RNYP1
RNY1P10	NA
RNY1P11	NA
RNY1P12	NA
RNY1P13	NA
RNY1P14	NA
RNY1P15	NA
RNY1P16	NA
RNY3P1	NA
RNY3P2	NA
RNY3P3	NA
RNY3P4	NA
RNY3P5	NA
RNY3P6	NA
RNY3P7	NA
RNY3P8	NA
RNY3P9	NA
RNY3P10	NA
RNY3P11	NA
RNY3P12	NA
RNY3P13	NA
RNY3P14	NA
RNY3P15	NA
RNY3P16	NA
RNY4P1	hY4.B8
RNY4P2	hY4.B7
RNY4P3	hY4.F2
RNY4P4	NA
RNY4P5	NA
RNY4P6	NA
RNY4P7	NA
RNY4P8	NA
RNY4P9	NA
RNY4P10	NA
RNY4P11	NA
RNY4P13	NA
RNY4P14	NA
RNY4P15	NA
RNY4P16	NA
RNY4P17	NA
RNY4P18	NA
RNY4P19	NA
RNY4P20	NA
RNY4P21	NA
RNY4P22	NA
RNY4P23	NA
RNY4P24	NA
RNY4P25	NA
RNY4P26	NA
RNY4P27	NA
RNY4P28	NA
RNY4P29	NA
RNY4P30	NA
RNY4P31	NA
RNY4P34	NA
RNY4P36	NA
RNY4P37	NA
RNY5P1	NA
RNY5P2	NA
RNY5P3	NA
RNY5P4	NA
RNY5P5	NA
RNY5P6	NA
RNY5P7	NA
RNY5P8	NA
RNY5P9	NA
RNY5P10	NA
ROBO2P1	NA
ROCK1P1	NA
RP9P	NA
RPA2P1	RPA2P
RPA2P2	NA
RPA2P3	NA
RPAP2P1	NA
RPEP1	NA
RPEP2	NA
RPEP3	NA
RPEP4	NA
RPEP5	NA
RPEP6	NA
RPF2P1	bA353C18.4,C20orf53,BXDC1P,RPF2P
RPF2P2	NA
RPIAP1	NA
RPL3P1	RPL3P
RPL3P2	RPL3-Hom
RPL3P3	NA
RPL3P4	NA
RPL3P5	NA
RPL3P6	NA
RPL3P7	NA
RPL3P8	NA
RPL3P9	NA
RPL3P10	NA
RPL3P11	NA
RPL3P12	NA
RPL3P13	NA
RPL4P1	NA
